place,type_of_meteorite,subgroup_of_meteorite,group_of_meteorite,mass_g,fell_found01,fell_found,year,longitude,latitude
Holyoke,H4,Chondrite,Stony,11200,1,Found,1933,-102.3,40.56667
Goronyo,H4,Chondrite,Stony,11000,1,Found,2001,5.4,13.26667
Muslyumovo,H4,Chondrite,Stony,10580,1,Found,1964,53.2,55.3
Menow,H4,Chondrite,Stony,10500,0,Fell,1862,13.15,53.18333
Dho 069,H4,Chondrite,Stony,10083,1,Found,1999,54.731,19.15867
Cullison,H4,Chondrite,Stony,10000,1,Found,1911,-98.91667,37.61667
Kalvesta,H4,Chondrite,Stony,10000,1,Found,1968,-100.25,38.08333
NWA 778,H4,Chondrite,Stony,9747,1,Found,1999,-5.26667,29.41667
Reggane 003,H4,Chondrite,Stony,9500,1,Found,1989,0.5,25.63333
Avanhandava,H4,Chondrite,Stony,9330,0,Fell,1952,-49.95083,-21.46028
Alexandrovsky,H4,Chondrite,Stony,9251,0,Fell,1900,31.81667,50.95
QUE 90200,H4,Chondrite,Stony,9217,1,Found,1990,162.25299,-84.59784
Motta di Conti,H4,Chondrite,Stony,9150,0,Fell,1868,8.5,45.2
Bouri,H4,Chondrite,Stony,9100,1,Found,1996,40.56667,10.26667
ALH 84004,H4,Chondrite,Stony,9000,1,Found,1984,158.67942,-76.73156
DaG 901,H4,Chondrite,Stony,9000,1,Found,1998,16.9135,27.88083
Hat Creek,H4,Chondrite,Stony,8900,1,Found,1939,-104.41667,42.91667
Dho 058,H4,Chondrite,Stony,8852,1,Found,1999,54.75967,19.17067
Monroe,H4,Chondrite,Stony,8600,0,Fell,1849,-80.5,35.25
Seres,H4,Chondrite,Stony,8500,0,Fell,1818,23.56667,41.05
RKPA78002,H4,Chondrite,Stony,8483,1,Found,1978,159.25,-76.26667
Gaylord,H4,Chondrite,Stony,8480,1,Found,1983,-98.7,39.61667
DaG 638,H4,Chondrite,Stony,8170,1,Found,1998,16.15,26.95
A-881785,H4,Chondrite,Stony,8121,1,Found,1988,26,-72
Sawyer,H4,Chondrite,Stony,8100,1,Found,2006,-98.62993,37.52392
Chico Hills,H4,Chondrite,Stony,8030,1,Found,1951,-104.5,36
Phum Sambo,H4,Chondrite,Stony,7800,0,Fell,1933,105.48333,12
JaH 098,H4,Chondrite,Stony,7521,1,Found,2002,56.09232,19.2286
Kimbolton,H4,Chondrite,Stony,7500,1,Found,1976,175.73028,-40.07139
QUE 93011,H4,Chondrite,Stony,7460,1,Found,1993,162.44741,-84.61597
Coonana,H4,Chondrite,Stony,6800,1,Found,1962,140.7,-29.85
Round Top (b),H4,Chondrite,Stony,7166,1,Found,1939,-96.7,30.06667
Elm Creek,H4,Chondrite,Stony,7000,1,Found,1906,-96.2,38.5
Mayday,H4,Chondrite,Stony,6900,1,Found,1955,-96.925,39.47444
Broken Bow,H4,Chondrite,Stony,6800,1,Found,1937,-99.7,41.43333
HaH 147,H4,Chondrite,Stony,6600,1,Found,1995,12.75,28.66017
Ankober,H4,Chondrite,Stony,6500,0,Fell,1942,39.71667,9.53333
ALHA77232,H4,Chondrite,Stony,6494,1,Found,1977,159.66667,-76.71667
Dho 1525,H4,Chondrite,Stony,6476,1,Found,2008,54.39633,18.77633
MAC 88111,H4,Chondrite,Stony,6442,1,Found,1988,160.5,-84.21667
Quenggouk,H4,Chondrite,Stony,6045,0,Fell,1857,95.18333,17.76667
Chernyi Bor,H4,Chondrite,Stony,6000,0,Fell,1964,30.1,53.7
Portales (c),H4,Chondrite,Stony,6000,1,Found,1967,-103.41667,34.1
Travis County (b),H4,Chondrite,Stony,5900,1,Found,1889,-97.95278,30.55556
Culbertson,H4,Chondrite,Stony,5900,1,Found,1913,-100.83333,40.23333
Cashion,H4,Chondrite,Stony,5897,1,Found,1936,-97.70333,35.84778
ALHA77225,H4,Chondrite,Stony,5878,1,Found,1977,159.66667,-76.71667
Grady (c),H4,Chondrite,Stony,5700,1,Found,1970,-103.31667,34.8
Attica,H4,Chondrite,Stony,5622,1,Found,1996,-98.13333,37.25
Sylacauga,H4,Chondrite,Stony,5560,0,Fell,1954,-86.2945,33.18836
JaH 284,H4,Chondrite,Stony,5448,1,Found,2005,56.67972,19.74857
Tobe,H4,Chondrite,Stony,5386,1,Found,1963,-103.58333,37.2
Lixna,H4,Chondrite,Stony,5213,0,Fell,1820,26.43333,56
Y-74371,H4,Chondrite,Stony,5068,1,Found,1974,35.49444,-71.80417
Queretaro,H4,Chondrite,Stony,5000,1,Found,1971,-100.38333,20.63333
Galkiv,H4,Chondrite,Stony,5000,0,Fell,1995,30.78333,51.68333
Ste. Marguerite,H4,Chondrite,Stony,4960,0,Fell,1962,3,50.76667
Dho 239,H4,Chondrite,Stony,4950,1,Found,2000,54.48,18.4235
Eads,H4,Chondrite,Stony,4860,1,Found,1975,-102.82667,38.47
La Luz,H4,Chondrite,Stony,4798,1,Found,2005,-105.85083,33.00383
Garnett,H4,Chondrite,Stony,4788,1,Found,1938,-95.25,38.26667
Dho 192,H4,Chondrite,Stony,4779,1,Found,1999,54.24333,18.26167
Pony Creek,H4,Chondrite,Stony,4642,1,Found,1947,-99.95,31.66333
Abu Moharek,H4,Chondrite,Stony,4500,1,Found,1997,29.83583,27.23944
Edjudina,H4,Chondrite,Stony,4480,1,Found,1969,122.18167,-29.58639
Lewiston,H4,Chondrite,Stony,4416,1,Found,1983,-103.60278,34.00833
HaH 118,H4,Chondrite,Stony,4382,1,Found,1995,13.34467,28.66833
UaS 032,H4,Chondrite,Stony,4335,1,Found,2010,55.57372,21.04832
Lone Star,H4,Chondrite,Stony,4300,1,Found,1965,-101.40833,34.25972
Sunray,H4,Chondrite,Stony,4300,1,Found,1985,-101.83333,36
HaH 220,H4,Chondrite,Stony,4153,1,Found,1997,12.62533,28.932
ALHA77233,H4,Chondrite,Stony,4087,1,Found,1977,159.66667,-76.71667
Sena,H4,Chondrite,Stony,4000,0,Fell,1773,-0.05,41.71667
Nikolaevka,H4,Chondrite,Stony,3996,0,Fell,1935,78.63333,52.45
Y-792736,H4,Chondrite,Stony,3904,1,Found,1979,35.66667,-71.5
Ulysses,H4,Chondrite,Stony,3900,1,Found,1927,-101.25,37.6
Davy (b),H4,Chondrite,Stony,3770,1,Found,1981,-97.70556,29.00833
Cerro La Tiza,H4,Chondrite,Stony,3740,1,Found,2002,-75.77511,-14.53321
Dho 548,H4,Chondrite,Stony,3677,1,Found,2001,54.56833,19.34917
Witchelina,H4,Chondrite,Stony,3637,1,Found,1920,138,-30
San Carlos,H4,Chondrite,Stony,3600,1,Found,1942,-58.76667,-35.53333
Kittakittaooloo,H4,Chondrite,Stony,3600,1,Found,1970,138.13333,-28.03333
Dho 745,H4,Chondrite,Stony,3600,1,Found,2000,54.65452,18.88637
HaH 292,H4,Chondrite,Stony,3570,1,Found,2000,10.53783,29.021
Dho 487,H4,Chondrite,Stony,3549,1,Found,2001,54.76667,19.15194
Skiff,H4,Chondrite,Stony,3540,1,Found,1966,-111.86667,49.25
Kaffir (b),H4,Chondrite,Stony,3500,1,Found,1966,-101.815,34.67167
Dho 1130,H4,Chondrite,Stony,3420,1,Found,2005,54.935778,19.223306
Ekeby,H4,Chondrite,Stony,3336,0,Fell,1939,13,56.03333
A-881976,H4,Chondrite,Stony,3327,1,Found,1988,26,-72
Portales (a),H4,Chondrite,Stony,3240,1,Found,1967,-103.5,34.06667
RaS 278,H4,Chondrite,Stony,3209,1,Found,2008,56.15995,20.63257
Dho 495,H4,Chondrite,Stony,3184,1,Found,2001,54.575,19.15833
JaH 458,H4,Chondrite,Stony,3092,1,Found,2007,56.33492,19.7675
Y-74155,H4,Chondrite,Stony,3073,1,Found,1974,36.11944,-71.81833
Dho 1534,H4,Chondrite,Stony,3045,1,Found,2006,54.58917,18.18467
JaH 646,H4,Chondrite,Stony,3020,1,Found,2010,56.666,19.51878
Camp Creek,H4,Chondrite,Stony,3016,1,Found,2009,-111.78558,33.88098
Willowdale,H4,Chondrite,Stony,3000,1,Found,1951,-98.36667,37.53333
McKenzie Draw (b),H4,Chondrite,Stony,2990,1,Found,1989,-102.625,32.925
Chela,H4,Chondrite,Stony,2936,0,Fell,1988,32.5,-3.66667
SaU 219,H4,Chondrite,Stony,2934,1,Found,2002,56.9429,20.48407
A-882058,H4,Chondrite,Stony,2902,1,Found,1988,26,-72
Ashuwairif 003,H4,Chondrite,Stony,2900,1,Found,2008,14.24833,29.35833
Dho 702,H4,Chondrite,Stony,2878,1,Found,2002,54.77667,19.165
GRV 053689,H4,Chondrite,Stony,2812,1,Found,2006,75.35139,-72.82556
Schaap-Kooi,H4,Chondrite,Stony,2700,1,Found,1910,21.33333,-32.08333
Y-792764,H4,Chondrite,Stony,2649,1,Found,1979,35.66667,-71.5
Silverton (Texas),H4,Chondrite,Stony,2576,1,Found,1938,-101.18333,34.53333
A-882042,H4,Chondrite,Stony,2504,1,Found,1988,26,-72
Marilia,H4,Chondrite,Stony,2500,0,Fell,1971,-49.93333,-22.25
DaG 654,H4,Chondrite,Stony,2478,1,Found,1999,16.06667,26.8
Majuba 002,H4,Chondrite,Stony,2420,1,Found,2003,-118.4167,40.62832
Fayetteville,H4,Chondrite,Stony,2360,0,Fell,1934,-94.16667,36.05
GRA 98031,H4,Chondrite,Stony,2310,1,Found,1998,-141.5,-86.71667
El-Oued,H4,Chondrite,Stony,2305,1,Found,1952,8.883333,31.533333
Hobbs,H4,Chondrite,Stony,2300,1,Found,1933,-103.1,32.73333
Dho 1010,H4,Chondrite,Stony,2298,1,Found,2002,54.00253,18.55417
ALHA77004,H4,Chondrite,Stony,2230,1,Found,1977,159.66667,-76.71667
Daraj 015,H4,Chondrite,Stony,2100,1,Found,1986,12.03083,29.56306
Y-791406,H4,Chondrite,Stony,2048,1,Found,1979,35.66667,-71.5
QUE 99012,H4,Chondrite,Stony,2017,1,Found,1999,168,-84
HaH 184,H4,Chondrite,Stony,2010,1,Found,1996,13.03133,28.48067
Dho 074,H4,Chondrite,Stony,2005,1,Found,1999,54.781,19.16717
NWA 010,H4,Chondrite,Stony,2000,1,Found,1999,-5.58333,29.91667
Foster,H4,Chondrite,Stony,1992,1,Found,1975,-102.26667,33.1
Odessa (stone),H4,Chondrite,Stony,1926,1,Found,1960,30.76667,46.5
Bielokrynitschie,H4,Chondrite,Stony,1900,0,Fell,1887,27.16667,50.13333
Seneca,H4,Chondrite,Stony,1900,1,Found,1936,-96.06667,39.83333
Shi??????r 163,H4,Chondrite,Stony,1872.3,1,Found,2002,53.91382,18.55712
Orimattila,H4,Chondrite,Stony,1872,1,Found,1974,25.58333,60.58333
AH 055,H4,Chondrite,Stony,1865.6,1,Found,2001,57.28857,19.64073
EET 82602,H4,Chondrite,Stony,1824.1,1,Found,1982,157.20833,-76.29139
Majuba 007,H4,Chondrite,Stony,1823.3,1,Found,2007,-118.38472,40.61667
Dho 200,H4,Chondrite,Stony,1816,1,Found,2000,54.59833,19.30333
DaG 766,H4,Chondrite,Stony,1806,1,Found,1999,16.53717,26.9705
Akbarpur,H4,Chondrite,Stony,1800,0,Fell,1838,77.95,29.71667
Mosquero,H4,Chondrite,Stony,1800,1,Found,1963,-103.93333,35.75
Tatum,H4,Chondrite,Stony,1787,1,Found,1938,-103.44167,33.23333
Dho 231,H4,Chondrite,Stony,1780,1,Found,2001,54.57667,18.79167
Petropavlovka,H4,Chondrite,Stony,1773,1,Found,1916,43.73333,48.2
Erofeevka,H4,Chondrite,Stony,1771.9,1,Found,1937,70.35,51.86667
Dho 1724,H4,Chondrite,Stony,1768,1,Found,2010,54.83333,19.30085
DaG 044,H4,Chondrite,Stony,1741,1,Found,1995,16.27267,27.13933
Dho 017,H4,Chondrite,Stony,1736,1,Found,2000,54.13833,18.16
Dho 1543,H4,Chondrite,Stony,1734,1,Found,2008,54.31783,18.222
ALHA77208,H4,Chondrite,Stony,1733,1,Found,1977,159.66667,-76.71667
GRV 053690,H4,Chondrite,Stony,1730,1,Found,2006,75.357778,-72.825556
A-882062,H4,Chondrite,Stony,1728.59,1,Found,1988,26,-72
Dho 1556,H4,Chondrite,Stony,1722,1,Found,2009,54.57717,18.72883
Y-790749,H4,Chondrite,Stony,1714.8,1,Found,1979,35.66667,-71.5
UaS 014,H4,Chondrite,Stony,1713.8,1,Found,2009,56.31365,21.37387
Seminole (c),H4,Chondrite,Stony,1711,1,Found,1967,-102.39167,32.55
Dho 223,H4,Chondrite,Stony,1708,1,Found,2000,54.09667,18.26667
NWA 768,H4,Chondrite,Stony,1708,1,Found,2000,-9.27,28.00083
Dho 1539,H4,Chondrite,Stony,1614,1,Found,2006,54.425,18.26667
A-882093,H4,Chondrite,Stony,1606.34,1,Found,1988,26,-72
Dho 964,H4,Chondrite,Stony,1592,1,Found,2004,54.85633,19.126
A-880999,H4,Chondrite,Stony,1591.18,1,Found,1988,26,-72
JaH 648,H4,Chondrite,Stony,1577.9,1,Found,2010,56.56593,19.40178
DaG 432,H4,Chondrite,Stony,1555,1,Found,1998,15.985,27.4475
Blackwater Draw,H4,Chondrite,Stony,1500,1,Found,1979,-103.22222,34.20583
Dho 135,H4,Chondrite,Stony,1495,1,Found,2000,54.2615,18.33233
Cave Creek,H4,Chondrite,Stony,1492,1,Found,1992,-110.77917,31.7045
Kimba,H4,Chondrite,Stony,1492,1,Found,1997,136.41667,-33.21667
Dho 1520,H4,Chondrite,Stony,1490,1,Found,2008,54.53967,18.6845
MIL 99302,H4,Chondrite,Stony,1460,1,Found,1999,157,-83.25
Dho 1568,H4,Chondrite,Stony,1460,1,Found,2009,54.68383,18.88333
JaH 423,H4,Chondrite,Stony,1457.3,1,Found,2007,56.41393,19.78328
QUE 99011,H4,Chondrite,Stony,1451.9,1,Found,1999,168,-84
Mereta,H4,Chondrite,Stony,1417.5,1,Found,1941,-100.13333,31.42611
SaU 259,H4,Chondrite,Stony,1415.13,1,Found,2002,56.94792,20.6227
Allen,H4,Chondrite,Stony,1407,1,Found,1923,-96.7,33.1
Jiddat al Harasis,H4,Chondrite,Stony,1400,1,Found,1957,56.06667,19.25
Correo,H4,Chondrite,Stony,1400,1,Found,1979,-107.16667,34.95
Dho 1494,H4,Chondrite,Stony,1400,1,Found,2008,54.44203,18.68517
El Atchane 008,H4,Chondrite,Stony,1397,1,Found,1991,4.55722,30.06222
Overland Park,H4,Chondrite,Stony,1374,1,Found,1998,-94.66667,38.96667
Kackley,H4,Chondrite,Stony,1368,1,Found,2006,-97.8545,39.71633
UaS 012,H4,Chondrite,Stony,1354.8,1,Found,2009,56.29083,21.38015
RaS 308,H4,Chondrite,Stony,1352,1,Found,2009,55.82045,20.48785
Dho 916,H4,Chondrite,Stony,1350,1,Found,2002,54.79167,19.09667
Dho 127,H4,Chondrite,Stony,1349,1,Found,2000,54.8345,19.29133
A-881855,H4,Chondrite,Stony,1343.04,1,Found,1988,26,-72
GRO 95518,H4,Chondrite,Stony,1342.4,1,Found,1995,175,-85.66667
Dho 271,H4,Chondrite,Stony,1335,1,Found,2000,54.045,18.265
Shi??????r 019,H4,Chondrite,Stony,1332.73,1,Found,2001,53.8935,18.5475
Majuba 003,H4,Chondrite,Stony,1306,1,Found,2003,-118.40918,40.63078
Hangman Crossing,H4,Chondrite,Stony,1300,1,Found,1976,-85.94722,38.91972
Dho 470,H4,Chondrite,Stony,1280,1,Found,2001,54.70167,19.05083
A-881847,H4,Chondrite,Stony,1279.71,1,Found,1988,26,-72
Daraj 008,H4,Chondrite,Stony,1270,1,Found,1986,11.74944,29.57889
Y-790269,H4,Chondrite,Stony,1269.2,1,Found,1979,35.66667,-71.5
El M??dano 086,H4,Chondrite,Stony,1258,1,Found,2011,-70.53333,-24.85
A-881061,H4,Chondrite,Stony,1244.18,1,Found,1988,26,-72
JaH 512,H4,Chondrite,Stony,1242,1,Found,2008,55.17998,19.53085
Bushnell,H4,Chondrite,Stony,1240,1,Found,1939,-103.9,41.23333
EET 83207,H4,Chondrite,Stony,1238.3,1,Found,1983,157.1725,-76.26889
Lakeview,H4,Chondrite,Stony,1238,1,Found,1970,-101.7,34.53333
Dho 541,H4,Chondrite,Stony,1233.3,1,Found,2000,54.18067,18.33433
A-881380,H4,Chondrite,Stony,1202.08,1,Found,1988,26,-72
Mets???_kyl???_,H4,Chondrite,Stony,1200,1,Found,1938,27.06667,60.65
Oyogos-Yar,H4,Chondrite,Stony,1200,1,Found,1990,143.53333,72.68333
Seminole (b),H4,Chondrite,Stony,1184,1,Found,1965,-102.705,32.54333
Dho 046,H4,Chondrite,Stony,1177,1,Found,1999,54.81967,19.1575
A-882063,H4,Chondrite,Stony,1171.38,1,Found,1988,26,-72
Dho 338,H4,Chondrite,Stony,1140,1,Found,2001,54.70333,18.76167
Tnz 063,H4,Chondrite,Stony,1135,1,Found,2002,0.23667,25.19583
DaG 322,H4,Chondrite,Stony,1126,1,Found,1997,16.14033,27.09917
Hashima,H4,Chondrite,Stony,1110.6,0,Fell,1910,136.70033,35.2945
A-87339,H4,Chondrite,Stony,1103.15,1,Found,1987,26,-72
Y-793444,H4,Chondrite,Stony,1099,1,Found,1979,35.66667,-71.5
Dho 1232,H4,Chondrite,Stony,1088,1,Found,2005,54.343556,18.895667
Acfer 388,H4,Chondrite,Stony,1072,1,Found,2004,3.86667,27.61667
Dho 013,H4,Chondrite,Stony,1070,1,Found,2000,54.23667,18.36667
AH 050,H4,Chondrite,Stony,1066.2,1,Found,2002,57.03332,19.60308
JaH 028,H4,Chondrite,Stony,1060,1,Found,2000,55.40833,19.62167
MAC 87307,H4,Chondrite,Stony,1055.6,1,Found,1987,160.5,-84.21667
DaG 075,H4,Chondrite,Stony,1025,1,Found,1995,16.03567,27.19967
JaH 439,H4,Chondrite,Stony,1024.3,1,Found,2007,56.44063,19.5815
Venus,H4,Chondrite,Stony,1013,1,Found,1960,-97.08333,32.4
Dho 1545,H4,Chondrite,Stony,1013,1,Found,2008,54.59033,18.5745
Dho 1553,H4,Chondrite,Stony,1006,1,Found,2009,54.3845,18.85033
QUE 99018,H4,Chondrite,Stony,1000.2,1,Found,1999,168,-84
Gr???_neberg,H4,Chondrite,Stony,1000,0,Fell,1841,15.5,51.93333
Ute Creek,H4,Chondrite,Stony,1000,1,Found,1936,-103.9,36.2
Aurora,H4,Chondrite,Stony,1000,1,Found,1938,-105.05,36.33333
St. Louis,H4,Chondrite,Stony,1000,0,Fell,1950,-90.23333,38.7
Namib Desert,H4,Chondrite,Stony,1000,1,Found,1979,15.36667,-24.75
Los Cerrillos,H4,Chondrite,Stony,1000,1,Found,2006,-63.341111,-28.9725
HaH 044,H4,Chondrite,Stony,989,1,Found,1994,11.25167,29.25067
Dho 054,H4,Chondrite,Stony,985,1,Found,1999,54.78683,19.14217
Miller (Kansas),H4,Chondrite,Stony,970,1,Found,1950,-96.02278,38.625
A-881059,H4,Chondrite,Stony,962.5,1,Found,1988,26,-72
Wellman (e),H4,Chondrite,Stony,959,1,Found,1973,-102.315,33.67833
Shiraiwa,H4,Chondrite,Stony,950,1,Found,1915,140.2,39.5
Kalaba,H4,Chondrite,Stony,950,0,Fell,1951,29.5,-6.83333
Ca??ellas,H4,Chondrite,Stony,945,0,Fell,1861,1.66667,41.25
JaH 272,H4,Chondrite,Stony,942.1,1,Found,2005,56.08387,19.93065
S??o Jose do Rio Preto,H4,Chondrite,Stony,927,0,Fell,1962,-49.38056,-20.81
ALHA81022,H4,Chondrite,Stony,912.5,1,Found,1981,158.22522,-76.82851
Forrest 007,H4,Chondrite,Stony,910,1,Found,1979,128.01667,-30.785
GRV 050089,H4,Chondrite,Stony,910,1,Found,2006,75.16722,-72.98583
Mulga (south),H4,Chondrite,Stony,894,1,Found,1963,126.36667,-30.2
SaW 002,H4,Chondrite,Stony,892.8,1,Found,2004,-114.2343,34.75635
Y-86051,H4,Chondrite,Stony,889.29,1,Found,1986,35.66667,-71.5
A-881787,H4,Chondrite,Stony,880.57,1,Found,1988,26,-72
A-882054,H4,Chondrite,Stony,869.7,1,Found,1988,26,-72
ALHA77262,H4,Chondrite,Stony,861.5,1,Found,1977,159.66667,-76.71667
ALH 84059,H4,Chondrite,Stony,856.9,1,Found,1984,158.80378,-76.76988
Dho 371,H4,Chondrite,Stony,852,1,Found,2000,54.67692,18.54798
A-882002,H4,Chondrite,Stony,851.63,1,Found,1988,26,-72
DaG 493,H4,Chondrite,Stony,850,1,Found,1997,15.7745,26.99167
ALHA77192,H4,Chondrite,Stony,845.3,1,Found,1977,159.66667,-76.71667
Shi??????r 103,H4,Chondrite,Stony,842.5,1,Found,2002,53.80392,18.52173
DaG 898,H4,Chondrite,Stony,828,1,Found,2001,16.14283,27.0345
A-881796,H4,Chondrite,Stony,820.52,1,Found,1988,26,-72
NWA 162,H4,Chondrite,Stony,818,1,Found,2000,-5.58333,29.91667
Shi??????r 012,H4,Chondrite,Stony,802,1,Found,2002,53.97167,18.56167
NWA 024,H4,Chondrite,Stony,800,1,Found,1999,-5.58333,29.91667
A-881206,H4,Chondrite,Stony,793.12,1,Found,1988,26,-72
UaS 011,H4,Chondrite,Stony,790.5,1,Found,2009,56.29112,21.37603
ALHA77224,H4,Chondrite,Stony,786.9,1,Found,1977,159.66667,-76.71667
HaH 297,H4,Chondrite,Stony,786,1,Found,2000,12.31667,29.16667
A-881795,H4,Chondrite,Stony,768.89,1,Found,1988,26,-72
Y-74364,H4,Chondrite,Stony,757.8,1,Found,1974,35.79444,-71.79167
QUE 99098,H4,Chondrite,Stony,755.5,1,Found,1999,168,-84
Mangum,H4,Chondrite,Stony,750,1,Found,2008,-99.704,34.849
Tnz 052,H4,Chondrite,Stony,737,1,Found,1992,-0.18889,25.26306
SaU 496,H4,Chondrite,Stony,732,1,Found,2009,57.4045,20.52783
LEW 88021,H4,Chondrite,Stony,731,1,Found,1988,161.33674,-84.26679
JaH 109,H4,Chondrite,Stony,729.7,1,Found,2002,56.92713,19.94587
ALHA81041,H4,Chondrite,Stony,728.8,1,Found,1981,158.76158,-76.7219
SaU 007,H4,Chondrite,Stony,726,1,Found,1999,57.3045,20.95233
Dho 656,H4,Chondrite,Stony,724,1,Found,2001,54.79628,19.09107
SaU 407,H4,Chondrite,Stony,720.2,1,Found,2005,57.15368,21.00345
Y-74156,H4,Chondrite,Stony,714.7,1,Found,1974,35.66667,-71.5
Ilafegh 001,H4,Chondrite,Stony,713,1,Found,1989,1.58333,21.51667
Daraj 110,H4,Chondrite,Stony,700,1,Found,1986,12.125,29.41917
Y-790756,H4,Chondrite,Stony,699.1,1,Found,1979,35.66667,-71.5
GRA 98013,H4,Chondrite,Stony,697.5,1,Found,1998,-141.5,-86.71667
Hale Center (no. 2),H4,Chondrite,Stony,695,1,Found,1936,-101.75,34.05
Dho 090,H4,Chondrite,Stony,690,1,Found,1999,54.32483,18.26117
SaU 121,H4,Chondrite,Stony,688,1,Found,2002,57.31,21.00833
EET 87553,H4,Chondrite,Stony,682.2,1,Found,1987,157.16667,-76.18333
Naruna (a),H4,Chondrite,Stony,672.3,1,Found,1935,-98.26667,30.95
El M??dano 132,H4,Chondrite,Stony,670,1,Found,2011,-70.53333,-24.85
Dho 086,H4,Chondrite,Stony,664,1,Found,1999,54.81117,19.23233
JaH 438,H4,Chondrite,Stony,658,1,Found,2007,56.44508,19.57872
Ness County (1938),H4,Chondrite,Stony,652,1,Found,1938,-99.91667,38.48333
ALHA77191,H4,Chondrite,Stony,642.2,1,Found,1977,159.66667,-76.71667
JaH 227,H4,Chondrite,Stony,640.8,1,Found,2005,56.88865,19.6254
A-87334,H4,Chondrite,Stony,637.91,1,Found,1987,26,-72
Y-791314,H4,Chondrite,Stony,626,1,Found,1979,35.66667,-71.5
META78001,H4,Chondrite,Stony,624.4,1,Found,1978,155.75,-79.68333
Dho 1550,H4,Chondrite,Stony,624,1,Found,2008,54.543,18.59083
SaU 207,H4,Chondrite,Stony,606.92,1,Found,2002,56.96143,20.20125
Dho 1555,H4,Chondrite,Stony,605,1,Found,2009,54.52833,18.64717
Deport (a),H4,Chondrite,Stony,604,1,Found,1944,-95.3,33.51667
Dho 321,H4,Chondrite,Stony,594,1,Found,2001,54.28667,18.34833
Dho 1670,H4,Chondrite,Stony,590.1,1,Found,2011,54.57358,18.53958
Dho 193,H4,Chondrite,Stony,582,1,Found,2000,54.41833,18.68667
Dho 077,H4,Chondrite,Stony,580,1,Found,1999,54.8035,19.16017
Acfer 390,H4,Chondrite,Stony,578,1,Found,2004,3.693,27.5025
Dho 218,H4,Chondrite,Stony,570,1,Found,2001,54.40667,18.685
A-87233,H4,Chondrite,Stony,569.95,1,Found,1987,26,-72
Cushing,H4,Chondrite,Stony,567,1,Found,1932,-96.76667,35.96667
A-8603,H4,Chondrite,Stony,565.61,1,Found,1986,24.5,-72.83333
DaG 696,H4,Chondrite,Stony,564,1,Found,1999,16.08333,27.08333
Birni N'konni,H4,Chondrite,Stony,560,0,Fell,1923,5.3,13.76667
A-882060,H4,Chondrite,Stony,554.12,1,Found,1988,26,-72
A-880633,H4,Chondrite,Stony,553.61,1,Found,1988,26,-72
Y-791444,H4,Chondrite,Stony,550.84,1,Found,1979,35.66667,-71.5
Dho 957,H4,Chondrite,Stony,550,1,Found,2002,54.38667,19.09167
SaU 515,H4,Chondrite,Stony,549.9,1,Found,2009,57.10742,20.72722
A-87328,H4,Chondrite,Stony,544.26,1,Found,1987,26,-72
EET 83211,H4,Chondrite,Stony,542.7,1,Found,1983,157.16111,-76.26861
HM 002,H4,Chondrite,Stony,538,1,Found,1999,13.01667,26.25
Dho 754,H4,Chondrite,Stony,538,1,Found,2000,54.64705,18.85367
JaH 280,H4,Chondrite,Stony,533.3,1,Found,2005,55.95392,19.97478
Y-792506,H4,Chondrite,Stony,531.59,1,Found,1979,35.66667,-71.5
Dho 1000,H4,Chondrite,Stony,527.35,1,Found,1998,54.18085,18.48778
A-881768,H4,Chondrite,Stony,524.99,1,Found,1988,26,-72
A-87338,H4,Chondrite,Stony,524.72,1,Found,1987,26,-72
RaS 253,H4,Chondrite,Stony,522,1,Found,2005,56.48325,20.04812
Shi??????r 165,H4,Chondrite,Stony,520.6,1,Found,2008,53.96015,18.6066
RaS 342,H4,Chondrite,Stony,519.3,1,Found,2010,55.43335,20.76032
HaH 086,H4,Chondrite,Stony,515,1,Found,1995,13.36183,28.62
A-87341,H4,Chondrite,Stony,514.79,1,Found,1987,26,-72
Naruna (b),H4,Chondrite,Stony,513.3,1,Found,1942,-98.28333,30.95
Eustis,H4,Chondrite,Stony,502,1,Found,1918,-81.68333,28.83333
Phu Hong,H4,Chondrite,Stony,500,0,Fell,1887,108.58333,11.25
JaH 344,H4,Chondrite,Stony,497.4,1,Found,2006,56.58197,19.69992
DaG 419,H4,Chondrite,Stony,490,1,Found,1998,15.9365,27.59467
Hartsel,H4,Chondrite,Stony,490,1,Found,2000,-105.8,38.83333
Y-791563,H4,Chondrite,Stony,487.87,1,Found,1979,35.66667,-71.5
JaH 667,H4,Chondrite,Stony,487.4,1,Found,2011,55.5979,19.78042
Dho 115,H4,Chondrite,Stony,487,1,Found,2000,54.55167,18.60833
Dho 1532,H4,Chondrite,Stony,487,1,Found,2006,54.50217,19.0095
A-87332,H4,Chondrite,Stony,483.25,1,Found,1987,26,-72
Daraj 130,H4,Chondrite,Stony,483,1,Found,1986,11.91639,29.30222
DaG 1005,H4,Chondrite,Stony,477,1,Found,1999,16.30833,27.19017
RaS 004,H4,Chondrite,Stony,475.96,1,Found,2003,56.46315,20.26405
A-881775,H4,Chondrite,Stony,474.75,1,Found,1988,26,-72
LAP 02218,H4,Chondrite,Stony,473.7,1,Found,2002,-70,-86.36667
Tnz 045,H4,Chondrite,Stony,472,1,Found,1992,0.13722,25.53722
SaU 119,H4,Chondrite,Stony,472,1,Found,2002,57.315,21.00333
